time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2021-01-31T01:33:35Z,161,0,0,0,0,0,15781636,1467,12635747,0,0,0,0,0,0,29508,0,0,0,0,0,0,0,513,12,0,46,1,6,9586,0,0,0,0,0, ,0,0,0,0,0,0,29470,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,208,91,244,269962000,3,0,0,0,0,0,0,0,0,0,0,2,0,9,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,26275,0,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:34:35Z,161,0,0,0,0,0,16207500,1467,13061611,0,0,0,0,0,0,39049,0,0,0,0,0,0,0,534,12,0,37,1,6,15237,0,0,0,0,0, ,0,0,0,0,0,0,39018,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,258,107,304,249238072,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,36498,0,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:46:58Z,161,0,0,0,0,0,16655068,1467,13509179,0,0,0,0,0,0,40763,0,0,0,0,0,0,0,557,12,0,30,1,6,15985,0,0,0,0,0, ,0,0,0,0,0,0,40733,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,89,279,266732440,3,0,0,0,0,0,0,0,0,0,0,2,0,7,0,500,0,20,0,1000,0,0,0,0,0,0,0,0,0,0,38247,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:47:58Z,161,0,0,0,0,0,16967156,1467,13821267,0,0,0,0,0,0,41935,0,0,0,0,0,0,0,574,12,0,20,1,6,18252,0,0,0,0,0, ,0,0,0,0,0,0,41899,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114,96,278,235286368,3,0,0,0,0,0,0,0,0,0,0,2,0,10,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,39711,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:48:58Z,161,0,0,0,0,0,17215532,1467,14069643,0,0,0,0,0,0,37451,0,0,0,0,0,0,0,584,12,0,11,1,6,15536,0,0,0,0,0, ,0,0,0,0,0,0,37423,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111,96,284,408041064,2,0,0,0,0,0,0,0,0,0,0,2,0,9,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,35695,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:49:58Z,161,0,0,0,0,0,17669492,1467,14523603,0,0,0,0,0,0,30140,0,0,0,0,0,0,0,608,12,0,2,1,6,9783,0,0,0,0,0, ,0,0,0,0,0,0,30110,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,68,182,246243648,2,0,0,0,0,0,0,0,0,0,0,1,0,9,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,27351,0,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:50:58Z,161,0,0,0,0,0,18098084,1467,14952195,0,0,0,0,0,0,37286,0,0,0,0,0,0,0,631,13,0,-3,1,6,14236,0,0,0,0,0, ,0,0,0,0,0,0,37264,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,237,114,332,413362024,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,34842,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:51:58Z,161,0,0,0,0,0,18256164,1467,15110275,0,0,0,0,0,0,45474,0,0,0,0,0,0,0,644,13,0,-8,1,6,18948,0,0,0,0,0, ,0,0,0,0,0,0,45450,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,229,78,288,511741080,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,43933,0,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:52:58Z,161,0,0,0,0,0,18442764,1467,15296875,0,0,0,0,0,0,45369,0,0,0,0,0,0,0,653,13,0,-12,1,6,20066,0,0,0,0,0, ,0,0,0,0,0,0,45349,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,222,298861896,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,43934,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:53:58Z,161,0,0,0,0,0,18893396,1467,15747507,0,0,0,0,0,0,56547,0,0,0,0,0,0,0,678,14,0,-17,1,6,31882,0,0,0,0,0, ,0,0,0,0,0,0,56528,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,169,419146040,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,53619,0,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:54:58Z,161,0,0,0,0,0,19171180,1467,16025291,0,0,0,0,0,0,46100,0,0,0,0,0,0,0,689,14,0,-22,1,6,22323,0,0,0,0,0, ,0,0,0,0,0,0,46079,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,232,580147808,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,44144,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:55:58Z,161,0,0,0,0,0,19489092,1467,16343203,0,0,0,0,0,0,47281,0,0,0,0,0,0,0,709,14,0,-26,1,6,24780,0,0,0,0,0, ,0,0,0,0,0,0,47264,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,179,78,310,439341664,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,45265,0,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T01:56:58Z,161,0,0,0,0,0,20251644,1467,17105755,0,0,0,0,0,0,55965,0,0,0,0,0,0,0,738,15,0,-30,1,6,27647,0,0,0,0,0, ,0,0,0,0,0,0,55946,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,167,86,325,644336208,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,52560,0,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T02:28:28Z,161,0,0,0,0,0,20919876,1467,17773987,0,0,0,0,0,0,64346,0,0,0,0,0,0,0,771,15,0,-34,1,6,34976,0,0,0,0,0, ,0,0,0,0,0,0,64332,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,41,532,1770873064,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,61487,0,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:02:49Z,161,0,0,0,0,0,21447716,1467,18301827,0,0,0,0,0,0,64005,0,0,0,0,0,0,0,789,15,0,-38,1,6,37756,0,0,0,0,0, ,0,0,0,0,0,0,63982,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,137,750539152,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,61218,0,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:03:49Z,161,0,0,0,0,0,21449612,1467,18303723,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,788,15,0,-40,1,6,2424,0,0,0,0,0, ,0,0,0,0,0,0,4196,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,755440656,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4062,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:04:49Z,161,0,0,0,0,0,21471916,1467,18326027,0,0,0,0,0,0,493,0,0,0,0,0,0,0,789,16,0,-40,1,6,197,0,0,0,0,0, ,0,0,0,0,0,0,493,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,540234728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:05:49Z,161,0,0,0,0,0,21471916,1467,18326027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,16,0,-40,1,6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563759176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:06:49Z,161,0,0,0,0,0,21476132,1467,18330243,0,0,0,0,0,0,900,0,0,0,0,0,0,0,789,16,0,-40,1,6,469,0,0,0,0,0, ,0,0,0,0,0,0,900,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,546506128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:07:49Z,161,0,0,0,0,0,21477444,1467,18331555,0,0,0,0,0,0,36,0,0,0,0,0,0,0,789,16,0,-40,1,6,17,0,0,0,0,0, ,0,0,0,0,0,0,36,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580604304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:08:49Z,161,0,0,0,0,0,21482932,1467,18337043,0,0,0,0,0,0,813,0,0,0,0,0,0,0,789,16,0,-40,1,6,366,0,0,0,0,0, ,0,0,0,0,0,0,813,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,596234480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:09:49Z,161,0,0,0,0,0,21482932,1467,18337043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,16,0,-40,1,6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609193912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:10:49Z,161,0,0,0,0,0,21503452,1467,18357563,0,0,0,0,0,0,925,0,0,0,0,0,0,0,790,16,0,-40,1,6,393,0,0,0,0,0, ,0,0,0,0,0,0,925,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,613650648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:11:49Z,161,0,0,0,0,0,21503452,1467,18357563,0,0,0,0,0,0,75,0,0,0,0,0,0,0,790,16,0,-40,1,6,36,0,0,0,0,0, ,0,0,0,0,0,0,75,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628249208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:47:18Z,161,0,0,0,0,0,21555972,1467,18410083,0,0,0,0,0,0,4043,0,0,0,0,0,0,0,792,16,0,-40,1,6,1881,0,0,0,0,0, ,0,0,0,0,0,0,4043,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,621626536,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:53:59Z,161,0,0,0,0,0,21620900,1467,18475011,0,0,0,0,0,0,4934,0,0,0,0,0,0,0,796,16,0,-40,1,6,2337,0,0,0,0,0, ,0,0,0,0,0,0,4933,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,670434960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,4664,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:54:59Z,161,0,0,0,0,0,21620900,1467,18475011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,796,16,0,-40,1,6,1,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698612416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:55:59Z,161,0,0,0,0,0,21632180,1467,18486291,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,798,16,0,-40,1,6,1082,0,0,0,0,0, ,0,0,0,0,0,0,2059,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,627991360,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,1966,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:56:59Z,161,0,0,0,0,0,22272860,1467,19126971,0,0,0,0,0,0,43387,0,0,0,0,0,0,0,831,16,0,-45,1,6,17455,0,0,0,0,0, ,0,0,0,0,0,0,43366,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,327,58,314,676267872,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,40241,0,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31T03:57:59Z,161,0,0,0,0,0,22680372,1467,19534483,0,0,0,0,0,0,13751,0,0,0,0,0,0,0,847,16,0,-46,1,6,4085,0,0,0,0,0, ,0,0,0,0,0,0,13743,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612055615144,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,535400192,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12098,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
